OFF_TEAM_ID,OFF_TEAM_ABBREVIATION,OFF_TEAM_CITY,OFF_TEAM_NICKNAME,OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_TEAM_ID,DEF_TEAM_ABBREVIATION,DEF_TEAM_CITY,DEF_TEAM_NICKNAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,POSS,PLAYER_PTS,PLAYER_PTS_DIFF,TEAM_PTS,TEAM_PTS_DIFF,AST,TOV,BLK,HELP_BLK,HELP_BLK_REC,FGM,FGA,FGA_DIFF,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,SFL,DEF_FOULS,OFF_FOULS
1610612740,NOP,New Orleans,Pelicans,203076,Anthony Davis,1610612760,OKC,Oklahoma City,Thunder,203500,Steven Adams,3,152,59,2.4084,174,2.5443,3,4,1,1,0,22,50,1.2654520555555555,0.44,2,6,0.333,13,1,0,0
1610612740,NOP,New Orleans,Pelicans,203901,Elfrid Payton,1610612758,SAC,Sacramento,Kings,1628368,De'Aaron Fox,3,143,35,8.0417,184,16.742,16,5,1,1,0,16,26,1.203272408759124,0.615,3,7,0.429,0,1,0,0
1610612740,NOP,New Orleans,Pelicans,203076,Anthony Davis,1610612750,MIN,Minnesota,Timberwolves,1626157,Karl-Anthony Towns,3,134,50,0.9061,156,4.4886,4,3,3,2,1,18,41,1.1770600292397662,0.439,2,4,0.5,10,3,2,0
1610612740,NOP,New Orleans,Pelicans,201950,Jrue Holiday,1610612743,DEN,Denver,Nuggets,203914,Gary Harris,4,121,23,-8.4947,123,-10.2765,10,8,2,1,0,7,22,0.805395696289905,0.318,4,8,0.5,5,1,3,1
1610612740,NOP,New Orleans,Pelicans,203076,Anthony Davis,1610612759,SAS,San Antonio,Spurs,200746,LaMarcus Aldridge,2,117,30,-10.7663,136,4.31,4,3,0,0,0,13,28,0.9206435204678363,0.464,0,3,0,4,3,0,0
1610612740,NOP,New Orleans,Pelicans,201950,Jrue Holiday,1610612763,MEM,Memphis,Grizzlies,202066,Garrett Temple,3,116,32,0.0833,132,1.8638,13,4,0,2,2,14,24,0.9164832303710095,0.583,0,2,0,4,1,1,0
1610612740,NOP,New Orleans,Pelicans,203076,Anthony Davis,1610612745,HOU,Houston,Rockets,203991,Clint Capela,3,101,34,-2.744,109,-4.0086,4,2,0,2,1,15,29,1.1045752592592593,0.517,2,4,0.5,2,2,0,0
1610612740,NOP,New Orleans,Pelicans,201950,Jrue Holiday,1610612760,OKC,Oklahoma City,Thunder,202331,Paul George,4,100,24,-3.5029,114,2.0707,14,6,0,0,0,10,20,0.8859361518550475,0.5,2,5,0.4,2,0,1,0
1610612740,NOP,New Orleans,Pelicans,1626143,Jahlil Okafor,1610612743,DEN,Denver,Nuggets,203999,Nikola Jokic,3,99,27,2.7778,96,-14.9597,1,5,2,1,3,13,26,1.4364626519337016,0.5,0,0,0,1,1,0,1
1610612740,NOP,New Orleans,Pelicans,203076,Anthony Davis,1610612751,BKN,Brooklyn,Nets,1628386,Jarrett Allen,2,99,37,0.9664,129,18.3737,4,2,2,2,1,14,29,1.126891581871345,0.483,3,6,0.5,6,1,0,1
