OFF_TEAM_ID,OFF_TEAM_ABBREVIATION,OFF_TEAM_CITY,OFF_TEAM_NICKNAME,OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_TEAM_ID,DEF_TEAM_ABBREVIATION,DEF_TEAM_CITY,DEF_TEAM_NICKNAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,POSS,PLAYER_PTS,PLAYER_PTS_DIFF,TEAM_PTS,TEAM_PTS_DIFF,AST,TOV,BLK,HELP_BLK,HELP_BLK_REC,FGM,FGA,FGA_DIFF,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,SFL,DEF_FOULS,OFF_FOULS
1610612744,GSW,Golden State,Warriors,202691,Klay Thompson,1610612740,NOP,New Orleans,Pelicans,202734,E'Twaun Moore,4,143,38,-1.6232,187,15.9326,2,1,0,0,0,16,25,0.7682745089666951,0.64,5,9,0.556,1,1,1,0
1610612744,GSW,Golden State,Warriors,202691,Klay Thompson,1610612742,DAL,Dallas,Mavericks,202083,Wesley Matthews,4,135,34,-3.0115,163,5.9041,8,2,0,0,0,15,27,0.8789069171648164,0.556,4,7,0.571,0,0,0,0
1610612744,GSW,Golden State,Warriors,201142,Kevin Durant,1610612747,LAL,Los Angeles,Lakers,1627742,Brandon Ingram,3,134,54,3.8632,153,-0.6575,7,5,0,1,0,19,37,1.0967300874587458,0.514,6,14,0.429,10,8,0,1
1610612744,GSW,Golden State,Warriors,202691,Klay Thompson,1610612757,POR,Portland,Trail Blazers,203468,CJ McCollum,3,134,32,-4.3161,158,3.0738,6,1,0,0,0,13,29,0.9510519914602904,0.448,4,10,0.4,2,1,1,0
1610612744,GSW,Golden State,Warriors,201142,Kevin Durant,1610612760,OKC,Oklahoma City,Thunder,202331,Paul George,4,133,47,-1.097,126,-20.0998,3,9,1,0,1,14,31,0.925789396039604,0.452,5,14,0.357,14,3,1,1
1610612744,GSW,Golden State,Warriors,202691,Klay Thompson,1610612743,DEN,Denver,Nuggets,203914,Gary Harris,4,132,24,-10.0148,146,-4.2306,3,3,2,0,0,10,25,0.8322940888129804,0.4,2,9,0.222,2,0,0,0
1610612744,GSW,Golden State,Warriors,201939,Stephen Curry,1610612760,OKC,Oklahoma City,Thunder,201566,Russell Westbrook,3,127,37,-8.1941,134,-9.3248,10,7,0,0,2,13,28,0.8900536296296296,0.464,5,15,0.333,6,1,0,0
1610612744,GSW,Golden State,Warriors,1626188,Quinn Cook,1610612756,PHX,Phoenix,Suns,1627755,Tyler Ulis,3,117,16,-6.9489,136,1.4027,5,3,0,0,0,6,14,0.7111931129032258,0.429,2,5,0.4,2,0,0,0
1610612744,GSW,Golden State,Warriors,202691,Klay Thompson,1610612747,LAL,Los Angeles,Lakers,203484,Kentavious Caldwell-Pope,3,112,14,-15.6966,123,-5.0152,3,1,0,0,0,4,18,0.7062632314261316,0.222,3,13,0.231,3,1,0,0
1610612744,GSW,Golden State,Warriors,201142,Kevin Durant,1610612759,SAS,San Antonio,Spurs,203937,Kyle Anderson,3,105,34,-4.0544,120,-0.5509,7,3,1,1,0,15,24,0.9078719422442244,0.625,1,4,0.25,3,1,1,0
1610612744,GSW,Golden State,Warriors,203110,Draymond Green,1610612750,MIN,Minnesota,Timberwolves,201959,Taj Gibson,3,102,5,-11.4644,93,-23.6602,9,5,1,1,0,2,6,0.4533792336601307,0.333,0,3,0,1,4,0,0
1610612744,GSW,Golden State,Warriors,201142,Kevin Durant,1610612743,DEN,Denver,Nuggets,201163,Wilson Chandler,3,101,30,-6.7324,117,1.0049,8,4,0,0,0,10,19,0.7471947623762376,0.526,1,6,0.167,6,3,1,0
1610612744,GSW,Golden State,Warriors,203110,Draymond Green,1610612740,NOP,New Orleans,Pelicans,203076,Anthony Davis,3,99,11,-5.2552,109,-4.7356,10,8,1,3,0,5,13,1.0120970931372548,0.385,1,6,0.167,0,0,0,1
1610612744,GSW,Golden State,Warriors,202691,Klay Thompson,1610612762,UTA,Utah,Jazz,1628378,Donovan Mitchell,3,95,19,-8.1966,91,-19.0472,2,3,0,0,0,8,19,0.8789069171648164,0.421,3,4,0.75,0,0,0,1
