OFF_TEAM_ID,OFF_TEAM_ABBREVIATION,OFF_TEAM_CITY,OFF_TEAM_NICKNAME,OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_TEAM_ID,DEF_TEAM_ABBREVIATION,DEF_TEAM_CITY,DEF_TEAM_NICKNAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,POSS,PLAYER_PTS,PLAYER_PTS_DIFF,TEAM_PTS,TEAM_PTS_DIFF,AST,TOV,BLK,HELP_BLK,HELP_BLK_REC,FGM,FGA,FGA_DIFF,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,SFL,DEF_FOULS,OFF_FOULS
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612754,IND,Indiana,Pacers,202711,Bojan Bogdanovic,4,188,45,-8.4045,195,-10.5337,13,9,0,0,0,19,36,0.7489559112215909,0.528,1,2,0.5,6,2,0,0
1610612761,TOR,Toronto,Raptors,201586,Serge Ibaka,1610612741,CHI,Chicago,Bulls,1628374,Lauri Markkanen,4,173,51,7.0586,198,0.1937,1,2,1,0,0,22,34,1.07258435218509,0.647,6,9,0.667,1,4,0,1
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612755,PHI,Philadelphia,76ers,203496,Robert Covington,4,167,63,5.3839,192,0.7129,6,6,0,1,1,22,41,0.9602361903409091,0.537,9,15,0.6,10,7,1,0
1610612761,TOR,Toronto,Raptors,202685,Jonas Valanciunas,1610612741,CHI,Chicago,Bulls,201577,Robin Lopez,4,166,55,5.5257,191,0.8031,2,6,1,0,0,21,33,1.0171580903790087,0.636,1,3,0.333,12,4,0,2
1610612761,TOR,Toronto,Raptors,202685,Jonas Valanciunas,1610612766,CHA,Charlotte,Hornets,2730,Dwight Howard,4,159,51,4.4686,193,7.1265,2,4,1,0,3,23,43,1.383738192419825,0.535,4,6,0.667,1,0,2,1
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612764,WAS,Washington,Wizards,203490,Otto Porter Jr.,4,156,46,-2.8535,181,1.7685,14,2,0,0,3,17,36,0.9025886953125,0.472,2,7,0.286,10,3,0,0
1610612761,TOR,Toronto,Raptors,202685,Jonas Valanciunas,1610612765,DET,Detroit,Pistons,203083,Andre Drummond,3,146,31,-6.374,164,-1.9284,7,7,0,3,3,11,28,0.9812650145772595,0.393,2,7,0.286,7,2,0,2
1610612761,TOR,Toronto,Raptors,201586,Serge Ibaka,1610612766,CHA,Charlotte,Hornets,101107,Marvin Williams,4,144,42,6.7455,169,3.104,1,5,0,1,0,18,29,1.0990918354755783,0.621,5,12,0.417,1,1,1,0
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612751,BKN,Brooklyn,Nets,203915,Spencer Dinwiddie,4,144,33,-1.6102,160,-3.146,17,4,1,0,0,13,25,0.937758244941427,0.52,6,13,0.462,1,0,0,1
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612737,ATL,Atlanta,Hawks,203471,Dennis Schroder,4,143,16,-13.338,155,-5.8655,12,6,0,0,0,6,24,0.9065430287539936,0.25,3,18,0.167,1,1,1,1
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612766,CHA,Charlotte,Hornets,203077,Michael Kidd-Gilchrist,4,143,37,-6.4665,164,0.4282,22,8,0,1,0,16,35,0.9572910404829545,0.457,4,8,0.5,1,2,1,1
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612765,DET,Detroit,Pistons,202397,Ish Smith,4,137,32,-1.1692,154,-1.8484,18,5,1,0,0,10,24,0.9462439872204473,0.417,9,19,0.474,3,2,0,0
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612754,IND,Indiana,Pacers,201954,Darren Collison,4,134,23,-7.3627,137,-12.0183,17,7,0,0,1,7,18,0.7255714760383386,0.389,7,17,0.412,2,2,1,1
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612749,MIL,Milwaukee,Bucks,202339,Eric Bledsoe,3,133,42,7.0521,168,12.0586,9,3,1,0,0,13,26,1.0559266624068158,0.5,10,20,0.5,6,3,0,0
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612766,CHA,Charlotte,Hornets,202689,Kemba Walker,3,129,27,-3.5966,148,0.4715,13,4,0,0,0,10,20,0.8374363535676251,0.5,7,15,0.467,0,1,0,0
1610612761,TOR,Toronto,Raptors,201586,Serge Ibaka,1610612764,WAS,Washington,Wizards,202693,Markieff Morris,4,125,26,-1.6211,127,-12.6571,2,4,1,0,0,10,23,1.0041953727506427,0.435,2,10,0.2,4,2,0,2
1610612761,TOR,Toronto,Raptors,202685,Jonas Valanciunas,1610612764,WAS,Washington,Wizards,101162,Marcin Gortat,4,124,26,-6.6391,129,-10.2249,2,4,0,1,1,11,18,0.7427333965014578,0.611,3,3,1,1,1,0,1
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612752,NYK,New York,Knicks,201584,Courtney Lee,4,124,31,-7.3406,139,-2.1604,11,1,0,0,3,14,30,0.946261395596591,0.467,2,6,0.333,1,1,0,0
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612737,ATL,Atlanta,Hawks,203145,Kent Bazemore,4,122,30,-7.7505,129,-8.5194,6,6,0,0,4,10,27,0.8655963615056819,0.37,1,5,0.2,9,2,2,1
1610612761,TOR,Toronto,Raptors,202685,Jonas Valanciunas,1610612748,MIA,Miami,Heat,202355,Hassan Whiteside,3,122,24,-7.9347,134,-4.4211,3,3,0,5,0,10,18,0.75490583090379,0.556,0,2,0,4,3,0,1
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612738,BOS,Boston,Celtics,1627759,Jaylen Brown,4,120,29,-8.174,123,-11.7571,11,3,0,0,1,11,29,0.9452092769886363,0.379,0,5,0,7,2,0,0
1610612761,TOR,Toronto,Raptors,200768,Kyle Lowry,1610612752,NYK,New York,Knicks,101127,Jarrett Jack,3,119,29,-0.1571,121,-12.5765,11,4,0,0,1,10,23,1.0439839659211927,0.435,7,15,0.467,2,1,2,1
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612741,CHI,Chicago,Bulls,203200,Justin Holiday,4,117,29,-7.5543,121,-10.8383,10,2,0,1,0,8,20,0.66858421875,0.4,2,5,0.4,11,2,1,0
1610612761,TOR,Toronto,Raptors,201942,DeMar DeRozan,1610612751,BKN,Brooklyn,Nets,203459,Allen Crabbe,3,116,25,-10.7889,143,9.0187,8,4,2,0,0,9,25,0.8429347436079545,0.36,1,3,0.333,6,3,0,0
